2017-03-28 17:04:41,992 [Worker-23] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' D:\Runner\WEB\Runner\pom.xml
2017-05-22 18:35:21,789 [Worker-68] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-05-22 18:35:21,789 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:35:24,890 [Worker-62] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-05-22 18:35:24,890 [Worker-62] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-05-22 18:35:28,796 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:35:28,796 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 18:35:28,806 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:35:28,806 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 18:44:00,439 [Worker-74] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:44:00,439 [Worker-74] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 18:44:00,439 [Worker-74] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:44:00,439 [Worker-74] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 18:57:57,142 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:57:57,143 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 18:57:57,145 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 18:57:57,145 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:05:43,042 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:05:43,042 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:05:43,042 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:05:43,042 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:15:35,226 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:15:35,226 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:15:35,226 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:15:35,226 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:23:26,293 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:23:26,293 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:23:26,303 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:23:26,303 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:25:45,208 [Worker-116] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:25:45,208 [Worker-116] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:25:45,208 [Worker-116] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:25:45,208 [Worker-116] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:26:53,284 [Worker-125] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:26:53,285 [Worker-125] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:26:53,286 [Worker-125] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:26:53,286 [Worker-125] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:28:36,262 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:28:36,272 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:28:36,272 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:28:36,272 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:31:29,952 [Worker-122] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:29,952 [Worker-122] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:31:29,952 [Worker-122] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:29,952 [Worker-122] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:31:39,300 [Worker-121] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-05-22 19:31:39,300 [Worker-121] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-05-22 19:31:40,661 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:40,661 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:31:40,661 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:40,661 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:31:40,661 [Worker-128] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-05-22 19:31:40,661 [Worker-128] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-05-22 19:31:40,671 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:44,689 [Worker-127] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-05-22 19:31:44,689 [Worker-127] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-05-22 19:31:48,350 [Worker-129] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:48,360 [Worker-129] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:31:48,360 [Worker-129] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:31:48,360 [Worker-129] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:32:43,540 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:32:43,540 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:32:43,540 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:32:43,540 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:34:33,953 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:34:33,953 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-05-22 19:34:33,963 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:34:33,963 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:35:22,003 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:35:22,003 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-22 19:35:22,003 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:35:22,003 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:36:33,760 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:36:33,760 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-05-22 19:36:33,770 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:36:33,770 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-22 19:37:07,350 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:37:07,350 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-05-22 19:37:07,360 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-22 19:37:07,360 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:35:39,138 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:35:39,147 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:35:39,153 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:35:39,154 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:36:11,851 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:36:11,863 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:36:11,873 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:36:11,874 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:37:07,897 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:37:07,904 [Worker-18] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:37:07,906 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:37:07,907 [Worker-18] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:39:46,951 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:39:46,952 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:39:46,953 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:39:46,954 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:40:11,330 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:11,353 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:40:11,355 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:11,356 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:40:16,469 [Worker-6] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-05-23 18:40:16,470 [Worker-6] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-05-23 18:40:18,193 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:18,194 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:40:18,199 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:18,200 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:40:18,202 [Worker-16] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-05-23 18:40:18,203 [Worker-16] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-05-23 18:40:18,226 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:23,745 [Worker-20] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-05-23 18:40:23,745 [Worker-20] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-05-23 18:40:28,035 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:28,036 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:40:28,038 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:40:28,038 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:43:53,286 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:43:53,287 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:43:53,289 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:43:53,289 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:44:18,954 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:44:18,955 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-05-23 18:44:18,957 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-23 18:44:18,957 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-05-23 18:44:28,213 [Worker-9] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-05-23 18:44:28,213 [Worker-9] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-05-23 18:44:29,629 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
